date,order_id,customer_id,sku,revenue,quantity,profit,margin,year,month,week,day_of_week,day_of_month,month_name,Бренд,Категория,Тип,current_price,segment,tier,avg_price,profit_margin
2025-04-03,ORD928070,35056511,AAA_Clear_9962,1200,3,1749.0,1.0,2025,4,14,Thursday,3,April,Varta,Батарейки и аккумуляторы,Батарейка,1200.0,At Risk,Bronze,400.0,1.4575
2025-04-23,ORD815981,60866651,EEE_Pink_8352,5580,1,208.19999999999985,0.0373118279569892,2025,4,17,Wednesday,23,April,KZDOO,Чехлы,Чехол для смартфона,5580.0,Cannot Lose Them,Silver,5580.0,0.03731182795698922
2025-09-14,ORD947547,26194974,AAA_Black_7725,3380,3,5824.0,1.0,2025,9,37,Sunday,14,September,KZDOO,Чехлы,Чехол для смартфона,3380.0,Champions,Platinum,1126.6666666666667,1.7230769230769232
2025-01-16,ORD165810,52326977,DDD_Black_1564,1380,3,2132.4,1.0,2025,1,3,Thursday,16,January,REMAX,Защитные пленки и стекла,Защитное стекло,1380.0,Potential Loyalists,Silver,460.0,1.5452173913043479
2025-03-04,ORD846459,33947909,HHH_Red_7905,6000,4,16220.0,1.0,2025,3,10,Tuesday,4,March,KZDOO,Чехлы,Чехол для смартфона,6000.0,High Value New Customers,Gold,1500.0,2.703333333333333
2025-07-31,ORD810265,93363944,DDD_Blue_6449,580,4,1091.0,1.0,2025,7,31,Thursday,31,July,Robiton,Батарейки и аккумуляторы,Батарейка,580.0,Potential Loyalists,Silver,145.0,1.8810344827586207
2025-01-24,ORD813194,48742299,CCC_Pink_8383,11100,3,19881.0,1.0,2025,1,4,Friday,24,January,KZDOO,Чехлы,Чехол для смартфона,11100.0,Loyal Customers,Platinum,3700.0,1.791081081081081
2025-04-01,ORD997964,84114415,CCC_Blue_8287,3100,4,8110.0,1.0,2025,4,14,Tuesday,1,April,KZDOO,Чехлы,Чехол для смартфона,3100.0,123,Silver,775.0,2.6161290322580646
2025-09-22,ORD432113,24499014,DDD_White_9097,3180,2,3137.0,0.9864779874213836,2025,9,39,Monday,22,September,KZDOO,Чехлы,Чехол для смартфона,3180.0,New Customers,Gold,1590.0,0.9864779874213836
2025-01-13,ORD220258,72747359,CCC_Blue_5038,3450,4,9829.0,1.0,2025,1,3,Monday,13,January,KEEPHONE,Чехлы,Чехол для смартфона,3450.0,At Risk,Bronze,862.5,2.848985507246377
2025-09-25,ORD989188,43022400,BBB_Red_2345,2980,4,7192.200000000001,1.0,2025,9,39,Thursday,25,September,KZDOO,Чехлы,Чехол для смартфона,2980.0,New Customers,Gold,745.0,2.413489932885906
2025-05-24,ORD341606,59197687,GGG_Blue_7759,9180,4,23095.4,1.0,2025,5,21,Saturday,24,May,KZDOO,Чехлы,Чехол для смартфона,9180.0,Loyal Customers,Platinum,2295.0,2.515838779956427
2025-04-10,ORD488459,49227251,AAA_Purple_4611,1600,4,3832.0,1.0,2025,4,15,Thursday,10,April,K-DOO,Чехлы,Чехол для смартфона,1600.0,New Customers,Silver,400.0,2.395
2025-08-20,ORD423883,84981649,HHH_Blue_6949,2700,1,190.0,0.0703703703703703,2025,8,34,Wednesday,20,August,KZDOO,Чехлы,Чехол для смартфона,2700.0,New Customers,Gold,2700.0,0.07037037037037037
2025-01-06,ORD185153,52863920,EEE_Purple_8672,11000,1,-188.0,-0.017090909090909,2025,1,2,Monday,6,January,KZDOO,Чехлы,Чехол для смартфона,11000.0,Cannot Lose Them,Silver,11000.0,-0.01709090909090909
2025-06-03,ORD686945,36571012,HHH_Green_9565,1290,1,-235.6,-0.1826356589147287,2025,6,23,Tuesday,3,June,K-DOO,Чехлы,Чехол для смартфона,1290.0,New Customers,Gold,1290.0,-0.1826356589147287
2025-04-21,ORD710378,32067104,AAA_Red_8661,7300,3,14259.0,1.0,2025,4,17,Monday,21,April,KZDOO,Чехлы,Чехол для смартфона,7300.0,325,Gold,2433.3333333333335,1.9532876712328766
2025-09-21,ORD477883,20450748,EEE_Black_1662,11100,3,20507.0,1.0,2025,9,38,Sunday,21,September,KZDOO,Чехлы,Чехол для смартфона,11100.0,High Value New Customers,Platinum,3700.0,1.8474774774774774
2025-01-02,ORD981075,41865954,GGG_White_9632,5980,2,4998.799999999999,0.8359197324414714,2025,1,1,Thursday,2,January,KZDOO,Чехлы,Чехол для смартфона,5980.0,325,Gold,2990.0,0.8359197324414714
2025-05-16,ORD346072,94015399,HHH_Titanium_5260,4980,1,273.1999999999998,0.0548594377510039,2025,5,20,Friday,16,May,KZDOO,Чехлы,Чехол для смартфона,4980.0,Cannot Lose Them,Silver,4980.0,0.05485943775100398
2025-05-13,ORD547968,29540923,BBB_White_5235,5180,3,8321.2,1.0,2025,5,20,Tuesday,13,May,KZDOO,Чехлы,Чехол для смартфона,5180.0,High Value New Customers,Gold,1726.6666666666667,1.6064092664092666
2025-05-28,ORD741260,31302298,GGG_White_2841,4980,4,12023.6,1.0,2025,5,22,Wednesday,28,May,KZDOO,Чехлы,Чехол для смартфона,4980.0,213,Silver,1245.0,2.4143775100401608
2025-03-05,ORD299995,44146850,CCC_Red_7696,7828,4,20950.0,1.0,2025,3,10,Wednesday,5,March,KZDOO,Чехлы,Чехол для смартфона,7828.0,High Value New Customers,Gold,1957.0,2.6762902401635156
2025-07-01,ORD523202,96985825,HHH_Purple_2504,3200,1,87.0,0.0271875,2025,7,27,Tuesday,1,July,KZDOO,Чехлы,Чехол для смартфона,3200.0,High Value New Customers,Gold,3200.0,0.0271875
2025-04-01,ORD301656,52308782,AAA_Clear_6277,3980,2,3541.4,0.8897989949748742,2025,4,14,Tuesday,1,April,KZDOO,Чехлы,Чехол для смартфона,3980.0,Loyal Customers,Platinum,1990.0,0.8897989949748744
2025-07-10,ORD252909,75673901,CCC_White_7349,8990,2,9548.0,1.0,2025,7,28,Thursday,10,July,KEEPHONE,Чехлы,Чехол для смартфона,8990.0,314,Silver,4495.0,1.0620689655172413
2025-03-21,ORD190479,52297033,EEE_Red_3557,2550,4,6307.0,1.0,2025,3,12,Friday,21,March,KZDOO,Чехлы,Чехол для смартфона,2550.0,New Customers,Gold,637.5,2.473333333333333
2025-05-29,ORD191178,48542574,BBB_Pink_9074,4990,2,4885.3,0.9790180360721444,2025,5,22,Thursday,29,May,KZDOO,Чехлы,Чехол для смартфона,4990.0,Cannot Lose Them,Silver,2495.0,0.9790180360721443
2025-05-17,ORD728920,85687791,AAA_Black_9253,5980,1,910.3999999999996,0.1522408026755852,2025,5,20,Saturday,17,May,KEEPHONE,Чехлы,Чехол для смартфона,5980.0,Cannot Lose Them,Gold,5980.0,0.15224080267558524
2025-01-09,ORD791688,18893470,AAA_Blue_6809,2780,4,7427.4,1.0,2025,1,2,Thursday,9,January,KZDOO,Чехлы,Чехол для смартфона,2780.0,At Risk,Bronze,695.0,2.6717266187050357
2025-03-09,ORD363866,10145273,DDD_Red_7490,3490,3,6892.299999999999,1.0,2025,3,10,Sunday,9,March,KEEPHONE,Чехлы,Чехол для смартфона,3490.0,Loyal Customers,Platinum,1163.3333333333333,1.9748710601719195
2025-07-10,ORD857935,60822434,GGG_Pink_4564,9100,3,16466.0,1.0,2025,7,28,Thursday,10,July,KZDOO,Чехлы,Чехол для смартфона,9100.0,325,Gold,3033.3333333333335,1.8094505494505495
2025-08-21,ORD848635,36571012,HHH_Green_9565,1290,2,877.4000000000001,0.68015503875969,2025,8,34,Thursday,21,August,K-DOO,Чехлы,Чехол для смартфона,1290.0,New Customers,Gold,645.0,0.68015503875969
2025-04-13,ORD269680,85884486,AAA_Red_7992,6580,4,17393.6,1.0,2025,4,15,Sunday,13,April,KZDOO,Чехлы,Чехол для смартфона,6580.0,Loyal Customers,Platinum,1645.0,2.643404255319149
2025-07-06,ORD101121,18885984,DDD_Purple_4347,6200,4,17710.0,1.0,2025,7,27,Sunday,6,July,KEEPHONE,Чехлы,Чехол для смартфона,6200.0,325,Gold,1550.0,2.856451612903226
2025-02-10,ORD943176,51675683,DDD_Pink_4683,6000,3,10780.0,1.0,2025,2,7,Monday,10,February,KZDOO,Чехлы,Чехол для смартфона,6000.0,113,Bronze,2000.0,1.7966666666666666
2025-02-03,ORD437435,22878176,DDD_White_3168,6580,4,17802.6,1.0,2025,2,6,Monday,3,February,KEEPHONE,Чехлы,Чехол для смартфона,6580.0,Cannot Lose Them,Silver,1645.0,2.7055623100303947
2025-03-23,ORD685655,82503737,EEE_Green_1464,3380,4,9726.0,1.0,2025,3,12,Sunday,23,March,KZDOO,Чехлы,Чехол для смартфона,3380.0,Loyal Customers,Platinum,845.0,2.8775147928994085
2025-08-21,ORD183275,41313579,CCC_Blue_4612,1200,4,2624.0,1.0,2025,8,34,Thursday,21,August,REMAX,Защитные пленки и стекла,Защитное стекло,1200.0,New Customers,Silver,300.0,2.1866666666666665
2025-02-26,ORD538390,52953466,BBB_Pink_4023,2490,2,2329.4,0.9355020080321286,2025,2,9,Wednesday,26,February,KZDOO,Чехлы,Чехол для смартфона,2490.0,Potential Loyalists,Silver,1245.0,0.9355020080321286
2025-09-19,ORD926473,74952520,DDD_Green_2949,4980,4,12363.0,1.0,2025,9,38,Friday,19,September,KZDOO,Чехлы,Чехол для смартфона,4980.0,High Value New Customers,Gold,1245.0,2.4825301204819277
2025-03-27,ORD768453,94828431,AAA_Black_1577,3180,1,396.5999999999999,0.1247169811320754,2025,3,13,Thursday,27,March,KZDOO,Чехлы,Чехол для смартфона,3180.0,123,Silver,3180.0,0.12471698113207544
2025-02-19,ORD180338,32897454,AAA_Black_9206,4980,2,3575.6000000000004,0.717991967871486,2025,2,8,Wednesday,19,February,KZDOO,Чехлы,Чехол для смартфона,4980.0,113,Bronze,2490.0,0.717991967871486
2025-03-25,ORD575880,87448383,AAA_Green_2528,4300,4,10780.0,1.0,2025,3,13,Tuesday,25,March,KZDOO,Чехлы,Чехол для смартфона,4300.0,Loyal Customers,Gold,1075.0,2.5069767441860464
2025-05-10,ORD415089,71333535,CCC_Clear_1274,1460,4,3692.4,1.0,2025,5,19,Saturday,10,May,REMAX,Защитные пленки и стекла,Защитное стекло,1460.0,Loyal Customers,Gold,365.0,2.529041095890411
2025-08-16,ORD872822,70326795,FFF_Purple_9422,11100,1,1574.0,0.1418018018018018,2025,8,33,Saturday,16,August,Неизвестно,Чехлы,Неизвестно,11100.0,Champions,Platinum,11100.0,0.1418018018018018
2025-09-14,ORD916218,22270955,CCC_Purple_4954,2980,2,3003.0,1.0,2025,9,37,Sunday,14,September,KZDOO,Чехлы,Чехол для смартфона,2980.0,Loyal Customers,Platinum,1490.0,1.0077181208053692
2025-08-02,ORD952539,82471173,FFF_Pink_7016,3100,3,5559.0,1.0,2025,8,31,Saturday,2,August,KZDOO,Чехлы,Чехол для смартфона,3100.0,Loyal Customers,Platinum,1033.3333333333333,1.793225806451613
2025-09-10,ORD268615,83447966,BBB_Blue_8761,5180,3,8402.2,1.0,2025,9,37,Wednesday,10,September,KZDOO,Чехлы,Чехол для смартфона,5180.0,Champions,Platinum,1726.6666666666667,1.622046332046332
2025-08-26,ORD966187,98575820,EEE_Red_5832,1800,2,1418.0,0.7877777777777778,2025,8,35,Tuesday,26,August,K-DOO,Чехлы,Чехол для смартфона,1800.0,New Customers,Silver,900.0,0.7877777777777778
2025-09-28,ORD774093,46916967,EEE_Blue_2874,2490,4,6628.5,1.0,2025,9,39,Sunday,28,September,KZDOO,Чехлы,Чехол для смартфона,2490.0,New Customers,Silver,622.5,2.6620481927710844
2025-02-08,ORD818818,22878176,DDD_White_3168,6580,4,18109.8,1.0,2025,2,6,Saturday,8,February,KEEPHONE,Чехлы,Чехол для смартфона,6580.0,Cannot Lose Them,Silver,1645.0,2.7522492401215803
2025-02-20,ORD653819,10425403,HHH_White_4628,3500,3,6525.0,1.0,2025,2,8,Thursday,20,February,KEEPHONE,Чехлы,Чехол для смартфона,3500.0,New Customers,Silver,1166.6666666666667,1.8642857142857143
2025-02-27,ORD412349,27995241,GGG_Blue_6871,2490,3,4409.5,1.0,2025,2,9,Thursday,27,February,KZDOO,Чехлы,Чехол для смартфона,2490.0,Loyal Customers,Platinum,830.0,1.770883534136546
2025-01-27,ORD992867,50339234,CCC_Black_7296,2933,3,5527.33,1.0,2025,1,5,Monday,27,January,KEEPHONE,Чехлы,Чехол для смартфона,2933.0,Potential Loyalists,Silver,977.6666666666666,1.8845311967269007
2025-03-15,ORD303954,34751007,EEE_Purple_9678,1980,1,-140.20000000000005,-0.0708080808080808,2025,3,11,Saturday,15,March,Robiton,Батарейки и аккумуляторы,Аккумуляторная батарейка,1980.0,Potential Loyalists,Silver,1980.0,-0.07080808080808083
2025-04-13,ORD615805,16502779,HHH_Titanium_2914,3250,3,6028.0,1.0,2025,4,15,Sunday,13,April,KZDOO,Чехлы,Чехол для смартфона,3250.0,New Customers,Gold,1083.3333333333333,1.8547692307692307
2025-06-21,ORD922889,35892837,GGG_Clear_7869,11000,1,-111.0,-0.010090909090909,2025,6,25,Saturday,21,June,KZDOO,Чехлы,Чехол для смартфона,11000.0,Cannot Lose Them,Silver,11000.0,-0.010090909090909091
2025-04-12,ORD876468,84981649,HHH_Blue_6949,2700,2,2499.0,0.9255555555555556,2025,4,15,Saturday,12,April,KZDOO,Чехлы,Чехол для смартфона,2700.0,New Customers,Gold,1350.0,0.9255555555555556
2025-03-27,ORD897367,25688149,DDD_Blue_3042,7300,4,17946.0,1.0,2025,3,13,Thursday,27,March,KZDOO,Чехлы,Чехол для смартфона,7300.0,235,Gold,1825.0,2.4583561643835616
2025-01-13,ORD139873,24553956,CCC_White_2543,4780,3,8924.6,1.0,2025,1,3,Monday,13,January,KEEPHONE,Чехлы,Чехол для смартфона,4780.0,Loyal Customers,Platinum,1593.3333333333333,1.867071129707113
2025-08-14,ORD328398,63341383,FFF_Clear_7965,690,4,1204.8,1.0,2025,8,33,Thursday,14,August,Нет бренда,Кабели и переходники,Кабель-переходник,690.0,New Customers,Silver,172.5,1.7460869565217392
2025-02-28,ORD571742,89677157,DDD_White_8101,7180,4,18261.6,1.0,2025,2,9,Friday,28,February,K-DOO,Чехлы,Чехол для смартфона,7180.0,325,Gold,1795.0,2.5433983286908077
2025-01-21,ORD407838,55570580,BBB_White_3663,11100,3,19736.0,1.0,2025,1,4,Tuesday,21,January,KZDOO,Чехлы,Чехол для смартфона,11100.0,High Risk High Value,Gold,3700.0,1.778018018018018
2025-05-05,ORD909570,26483342,HHH_Clear_4657,4980,3,8731.2,1.0,2025,5,19,Monday,5,May,KZDOO,Чехлы,Чехол для смартфона,4980.0,Cannot Lose Them,Silver,1660.0,1.7532530120481928
2025-06-04,ORD761079,16337630,EEE_Blue_8965,4100,2,3786.0,0.9234146341463416,2025,6,23,Wednesday,4,June,KZDOO,Чехлы,Чехол для смартфона,4100.0,Loyal Customers,Platinum,2050.0,0.9234146341463415
2025-07-28,ORD836631,28393426,HHH_Blue_7358,2490,1,-384.0999999999999,-0.1542570281124497,2025,7,31,Monday,28,July,KZDOO,Чехлы,Чехол для смартфона,2490.0,Potential Loyalists,Bronze,2490.0,-0.15425702811244976
2025-06-06,ORD361175,48820146,DDD_Purple_7099,2580,1,494.0,0.1914728682170542,2025,6,23,Friday,6,June,KZDOO,Чехлы,Чехол для смартфона,2580.0,About To Sleep,Silver,2580.0,0.19147286821705425
2025-09-17,ORD619843,68162392,FFF_Red_4784,6980,4,20190.0,1.0,2025,9,38,Wednesday,17,September,KEEPHONE,Чехлы,Чехол для смартфона,6980.0,High Value New Customers,Gold,1745.0,2.8925501432664755
2025-08-20,ORD820671,77137463,GGG_Red_9072,1550,3,2653.0,1.0,2025,8,34,Wednesday,20,August,KZDOO,Чехлы,Чехол для смартфона,1550.0,New Customers,Silver,516.6666666666666,1.7116129032258065
2025-09-05,ORD707368,83675423,BBB_White_7079,4990,2,3894.3,0.7804208416833668,2025,9,36,Friday,5,September,KZDOO,Чехлы,Чехол для смартфона,4990.0,High Value New Customers,Gold,2495.0,0.7804208416833668
2025-08-23,ORD380216,64493994,EEE_Clear_3126,2980,2,2903.0,0.9741610738255032,2025,8,34,Saturday,23,August,KZDOO,Чехлы,Чехол для смартфона,2980.0,New Customers,Silver,1490.0,0.9741610738255033
2025-03-05,ORD944947,79748321,BBB_Green_4107,7180,2,7416.0,1.0,2025,3,10,Wednesday,5,March,KZDOO,Чехлы,Чехол для смартфона,7180.0,Loyal Customers,Platinum,3590.0,1.0328690807799443
2025-05-13,ORD878624,21090709,DDD_Green_4790,1540,2,1338.6,0.8692207792207791,2025,5,20,Tuesday,13,May,Varta,Батарейки и аккумуляторы,Батарейка,1540.0,At Risk,Bronze,770.0,0.8692207792207791
2025-01-22,ORD890127,81535584,HHH_White_8297,11100,2,9802.0,0.883063063063063,2025,1,4,Wednesday,22,January,KZDOO,Чехлы,Чехол для смартфона,11100.0,High Value New Customers,Gold,5550.0,0.883063063063063
2025-06-29,ORD861759,82500306,FFF_Green_5531,5500,1,1219.0,0.2216363636363636,2025,6,26,Sunday,29,June,KZDOO,Чехлы,Чехол для смартфона,5500.0,High Value New Customers,Platinum,5500.0,0.22163636363636363
2025-09-08,ORD123513,91561471,EEE_Red_4134,7000,1,1083.0,0.1547142857142857,2025,9,37,Monday,8,September,KEEPHONE,Чехлы,Чехол для смартфона,7000.0,High Value New Customers,Platinum,7000.0,0.15471428571428572
2025-03-19,ORD739797,91756950,HHH_Green_6528,7180,1,845.1999999999998,0.1177158774373258,2025,3,12,Wednesday,19,March,KZDOO,Чехлы,Чехол для смартфона,7180.0,Cannot Lose Them,Silver,7180.0,0.11771587743732588
2025-05-05,ORD403818,44760063,BBB_Purple_6571,5980,3,12283.0,1.0,2025,5,19,Monday,5,May,KZDOO,Чехлы,Чехол для смартфона,5980.0,Potential Loyalists,Silver,1993.3333333333333,2.0540133779264216
2025-09-08,ORD311568,66638917,HHH_Green_1488,2780,4,6718.4,1.0,2025,9,37,Monday,8,September,KZDOO,Чехлы,Чехол для смартфона,2780.0,New Customers,Silver,695.0,2.4166906474820142
2025-01-14,ORD490040,90338470,HHH_Pink_5159,9980,2,9652.0,0.9671342685370742,2025,1,3,Tuesday,14,January,KZDOO,Чехлы,Чехол для смартфона,9980.0,High Value New Customers,Gold,4990.0,0.9671342685370742
2025-04-12,ORD855615,39912009,AAA_Black_7462,4990,3,8743.7,1.0,2025,4,15,Saturday,12,April,KZDOO,Чехлы,Чехол для смартфона,4990.0,Loyal Customers,Platinum,1663.3333333333333,1.752244488977956
2025-08-21,ORD752311,96712748,FFF_White_8621,11100,2,10151.0,0.9145045045045044,2025,8,34,Thursday,21,August,KZDOO,Чехлы,Чехол для смартфона,11100.0,High Value New Customers,Gold,5550.0,0.9145045045045045
2025-05-10,ORD509795,54066848,HHH_White_7443,9180,1,-236.19999999999985,-0.0257298474945533,2025,5,19,Saturday,10,May,KZDOO,Чехлы,Чехол для смартфона,9180.0,213,Silver,9180.0,-0.02572984749455336
2025-07-19,ORD469884,67182647,GGG_Black_4596,3100,3,5558.0,1.0,2025,7,29,Saturday,19,July,KEEPHONE,Чехлы,Чехол для смартфона,3100.0,324,Gold,1033.3333333333333,1.7929032258064517
2025-09-08,ORD416041,82471173,FFF_Pink_7016,3100,1,9.0,0.0029032258064516,2025,9,37,Monday,8,September,KZDOO,Чехлы,Чехол для смартфона,3100.0,Loyal Customers,Platinum,3100.0,0.002903225806451613
2025-04-09,ORD445488,35771482,HHH_Black_2849,6638,2,6161.620000000001,0.9282344079542032,2025,4,15,Wednesday,9,April,KZDOO,Чехлы,Чехол для смартфона,6638.0,At Risk,Bronze,3319.0,0.9282344079542032
2025-09-18,ORD653759,55068920,GGG_Green_8385,1260,2,899.2,0.7136507936507936,2025,9,38,Thursday,18,September,REMAX,Защитные пленки и стекла,Защитное стекло,1260.0,New Customers,Gold,630.0,0.7136507936507936
2025-01-27,ORD219200,18156492,GGG_Pink_4591,5980,4,14789.2,1.0,2025,1,5,Monday,27,January,KZDOO,Чехлы,Чехол для смартфона,5980.0,High Value New Customers,Platinum,1495.0,2.4731103678929767
