Номер отправления,Статус отправления,Ozon ID,Артикул товара,Итоговая стоимость,Количество товаров в отправлении,Скидка %,Акции,Регион доставки,Способ доставки,Сумма отправления,"Скидка, руб.",Вознаграждение %,"Вознаграждение, руб.",Стоимость доставки,К выплате,Склад отгрузки,Дата логистической операции,date,discount_rub,commission_rub,payout,sku,customer_id,order_id,revenue,quantity,discount_percent,shipment_amount,commission_percent,delivery_cost,estimated_cost,profit,margin,Артикул,Ozon Product ID,SKU,Barcode,Контент-рейтинг,Бренд,Метки,Отзывы,Рейтинг,Категория,Тип,"Объем товара, л","Объемный вес, кг","Доступно к продаже по схеме FBO, шт.","Зарезервировано, шт","Доступно к продаже по схеме FBS, шт.","Доступно к продаже по схеме realFBS, шт.","Зарезервировано на моих складах, шт","Текущая цена с учетом скидки, ₽","Цена до скидки (перечеркнутая цена), ₽","Цена Premium, ₽","Размер НДС, %",rating,volume_l,volume_weight_kg,vat_percent,current_price,original_price,has_discount,discount_size
ORD160379,Доставлен,62735299,DDD_Purple_9858,6980,1,5,Нет,д. Кежма,Курьер,6980,349,10,698,398,5535,Склад 2,29.04.2025,2025-04-29,349.0,698.0,5535.0,DDD_Purple_9858,62735299,ORD160379,6980,1,5,6980,10,398,4188.0,1297.0,0.1858166189111748,DDD_Purple_9858,62735299,919666574,RND309167835,'45,KEEPHONE,,0,'0.00,Чехлы,Чехол для смартфона,'0.28,'0.1,1,0,0,0,0,6980.0,11990.0,,0%,0.0,0.28,0.1,0,6980.0,11990.0,True,0.4178482068390325
ORD398911,Доставлен,87448383,AAA_Green_2528,4300,1,5,Новогодняя распродажа,с. Домбай,ПВЗ,4300,215,14,602,323,3160,Склад 1,08.06.2025,2025-06-08,215.0,602.0,3160.0,AAA_Green_2528,87448383,ORD398911,4300,1,5,4300,14,323,2580.0,530.0,0.12325581395348838,AAA_Green_2528,87448383,290120045,RND258252620,'52.5,KZDOO,,43,'5.00,Чехлы,Чехол для смартфона,'1.40,'0.3,4,0,10,0,0,4300.0,11990.0,,0%,5.0,1.4,0.3,0,4300.0,11990.0,True,0.6413678065054211
ORD514015,В пути,83953719,BBB_Blue_5153,6980,4,10,Новогодняя распродажа,с. Павловская,Постамат,27920,698,14,"3908,8",352,"22961,2",Склад 2,14.07.2025,2025-07-14,698.0,3908.8,22961.2,BBB_Blue_5153,83953719,ORD514015,6980,4,10,27920,14,352,4188.0,18573.2,1.0,BBB_Blue_5153,83953719,311546153,RND991672050,'45,KEEPHONE,,0,'0.00,Чехлы,Чехол для смартфона,'0.48,'0.1,0,0,0,0,0,6980.0,11990.0,,0%,0.0,0.48,0.1,0,6980.0,11990.0,True,0.4178482068390325
ORD721845,В пути,38916371,GGG_Blue_9644,8200,4,15,Черная пятница,г. Пятигорск,Курьер,32800,1230,12,3936,196,27438,Склад 2,22.09.2025,2025-09-22,1230.0,3936.0,27438.0,GGG_Blue_9644,38916371,ORD721845,8200,4,15,32800,12,196,4920.0,22318.0,1.0,GGG_Blue_9644,38916371,357713415,"6,12347E+12",'77.5,KZDOO,,4,'4.90,Чехлы,Чехол для смартфона,'0.36,'0.1,4,0,0,0,0,8200.0,11990.0,,0%,4.9,0.36,0.1,0,8200.0,11990.0,True,0.31609674728940784
ORD623843,В пути,71446261,EEE_Titanium_2576,5180,3,0,Черная пятница,к. Горячинск,ПВЗ,15540,0,17,"2641,8",273,"12625,2",Склад 2,12.01.2025,2025-01-12,0.0,2641.8,12625.2,EEE_Titanium_2576,71446261,ORD623843,5180,3,0,15540,17,273,3108.0,9367.2,1.0,EEE_Titanium_2576,71446261,687775299,"8,48942E+12",'77.5,Raigor,,2,'0.00,Чехлы,Чехол для смартфона,'0.36,'0.1,1,0,0,0,0,5180.0,11990.0,,0%,0.0,0.36,0.1,0,5180.0,11990.0,True,0.5679733110925771
ORD639831,В пути,39535140,HHH_Titanium_3434,3100,2,0,Новогодняя распродажа,с. Зеленоград,Курьер,6200,0,10,620,202,5378,Склад 2,08.07.2025,2025-07-08,0.0,620.0,5378.0,HHH_Titanium_3434,39535140,ORD639831,3100,2,0,6200,10,202,1860.0,3418.0,1.0,HHH_Titanium_3434,39535140,406556062,"7,38832E+12",'77.5,KZDOO,,17,'4.80,Чехлы,Чехол для смартфона,'1.65,'0.3,13,0,10,0,0,3100.0,11990.0,,0%,4.8,1.65,0.3,0,3100.0,11990.0,True,0.7414512093411176
ORD199688,Отменен,84822158,BBB_Blue_9580,5500,4,10,Черная пятница,ст. Ставрополь,ПВЗ,22000,550,12,2640,453,18357,Склад 1,14.07.2025,2025-07-14,550.0,2640.0,18357.0,BBB_Blue_9580,84822158,ORD199688,5500,4,10,22000,12,453,3300.0,14857.0,1.0,BBB_Blue_9580,84822158,434244204,RND363379352,'77.5,K-DOO,,26,'4.80,Чехлы,Чехол для смартфона,'0.36,'0.1,8,0,0,0,0,5500.0,11990.0,,0%,4.8,0.36,0.1,0,5500.0,11990.0,True,0.5412844036697247
ORD120463,Отменен,78752940,AAA_Pink_7909,7180,1,5,Новогодняя распродажа,ст. Ангарск,Курьер,7180,359,17,"1220,6",145,"5455,4",Склад 1,03.03.2025,2025-03-03,359.0,1220.6,5455.4,AAA_Pink_7909,78752940,ORD120463,7180,1,5,7180,17,145,4308.0,1097.3999999999996,0.1528412256267409,AAA_Pink_7909,78752940,647371702,RND504416387,'77.5,KZDOO,,2,'4.60,Чехлы,Чехол для смартфона,'0.36,'0.1,5,0,4,0,0,7180.0,11990.0,,0%,4.6,0.36,0.1,0,7180.0,11990.0,True,0.4011676396997498
ORD134331,Отменен,89466257,FFF_Green_6760,7828,3,15,Черная пятница,клх Клин,Курьер,23484,"1174,2",14,"3287,76",371,"18651,04",Склад 1,06.02.2025,2025-02-06,1174.2,3287.76,18651.04,FFF_Green_6760,89466257,ORD134331,7828,3,15,23484,14,371,4696.8,13804.240000000002,1.0,FFF_Green_6760,89466257,135940629,RND208245530,'77.5,KZDOO,,36,'4.60,Чехлы,Чехол для смартфона,'0.36,'0.1,6,0,9,0,0,7828.0,11990.0,,0%,4.6,0.36,0.1,0,7828.0,11990.0,True,0.34712260216847374
ORD685188,Доставлен,67732421,HHH_Black_7854,7300,4,10,Нет,с. Токма,ПВЗ,29200,730,17,4964,204,23302,Склад 1,16.08.2025,2025-08-16,730.0,4964.0,23302.0,HHH_Black_7854,67732421,ORD685188,7300,4,10,29200,17,204,4380.0,18722.0,1.0,HHH_Black_7854,67732421,631061423,"2,54681E+12",'45,K-DOO,,7,'4.70,Чехлы,Чехол для смартфона,'0.36,'0.1,6,0,10,0,0,7300.0,11990.0,,0%,4.7,0.36,0.1,0,7300.0,11990.0,True,0.39115929941618016
ORD915616,Отменен,46303448,EEE_Green_9795,10400,2,0,Черная пятница,г. Тольятти,ПВЗ,20800,0,15,3120,290,17390,Склад 2,16.07.2025,2025-07-16,0.0,3120.0,17390.0,EEE_Green_9795,46303448,ORD915616,10400,2,0,20800,15,290,6240.0,11050.0,1.0,EEE_Green_9795,46303448,713243624,RND897656376,'70,Robiton,,30,'4.80,Батарейки и аккумуляторы,Аккумуляторная батарейка,'0.09,'0.2,3,0,0,0,0,10400.0,11990.0,,0%,4.8,0.09,0.2,0,10400.0,11990.0,True,0.13261050875729774
ORD943532,Отменен,67674825,GGG_Blue_3878,3380,2,20,Нет,ст. Объячево,Постамат,6760,676,19,"1284,4",219,"4580,6",Склад 2,08.01.2025,2025-01-08,676.0,1284.4,4580.6,GGG_Blue_3878,67674825,ORD943532,3380,2,20,6760,19,219,2028.0,2452.6000000000004,0.725621301775148,GGG_Blue_3878,67674825,792170686,RND247593689,'70,KZDOO,,0,'4.10,Чехлы,Чехол для смартфона,'0.36,'0.1,6,0,10,0,0,3380.0,11990.0,,0%,4.1,0.36,0.1,0,3380.0,11990.0,True,0.7180984153461217
ORD453407,Отменен,38119865,GGG_Blue_2701,5380,3,5,Черная пятница,с. Томпа,Постамат,16140,269,15,2421,229,13221,Склад 1,17.03.2025,2025-03-17,269.0,2421.0,13221.0,GGG_Blue_2701,38119865,ORD453407,5380,3,5,16140,15,229,3228.0,9843.0,1.0,GGG_Blue_2701,38119865,560250369,"6,75159E+12",'77.5,KZDOO,,6,'4.90,Чехлы,Чехол для смартфона,'0.36,'0.1,6,0,5,0,0,5380.0,11990.0,,0%,4.9,0.36,0.1,0,5380.0,11990.0,True,0.5512927439532944
ORD161229,В пути,80700206,BBB_Black_9217,2780,3,20,Черная пятница,с. Стерлитамак,ПВЗ,8340,556,10,834,204,6746,Склад 3,09.01.2025,2025-01-09,556.0,834.0,6746.0,BBB_Black_9217,80700206,ORD161229,2780,3,20,8340,10,204,1668.0,4928.0,1.0,BBB_Black_9217,80700206,261754403,"2,79624E+12",'70,KZDOO,,9,'4.90,Чехлы,Чехол для смартфона,'0.41,'0.1,1,0,0,0,0,2780.0,11990.0,,0%,4.9,0.41,0.1,0,2780.0,11990.0,True,0.76814011676397
ORD918216,Отменен,47631395,BBB_Purple_1482,5580,3,10,Новогодняя распродажа,клх Ершов,Постамат,16740,558,13,"2176,2",401,"13604,8",Склад 3,08.04.2025,2025-04-08,558.0,2176.2,13604.8,BBB_Purple_1482,47631395,ORD918216,5580,3,10,16740,13,401,3348.0,10106.8,1.0,BBB_Purple_1482,47631395,260508386,"4,88163E+12",'77.5,KZDOO,,5,'4.90,Чехлы,Чехол для смартфона,'0.36,'0.1,11,0,10,0,0,5580.0,11990.0,,0%,4.9,0.36,0.1,0,5580.0,11990.0,True,0.5346121768140116
ORD494826,Доставлен,36496711,GGG_Blue_5448,6736,3,0,Черная пятница,с. Зеленогорск (Ленин.),ПВЗ,20208,0,11,"2222,88",246,"17739,12",Склад 3,20.03.2025,2025-03-20,0.0,2222.88,17739.12,GGG_Blue_5448,36496711,ORD494826,6736,3,0,20208,11,246,4041.6,13547.519999999999,1.0,GGG_Blue_5448,36496711,663549318,"4,95082E+12",'70,KZDOO,,98,'4.70,Чехлы,Чехол для смартфона,'0.36,'0.1,6,0,10,0,0,6736.0,11990.0,,0%,4.7,0.36,0.1,0,6736.0,11990.0,True,0.43819849874895744
ORD613479,В пути,16337630,EEE_Blue_8965,4100,3,15,Черная пятница,д. Чермоз,Постамат,12300,615,19,2337,390,8958,Склад 1,20.08.2025,2025-08-20,615.0,2337.0,8958.0,EEE_Blue_8965,16337630,ORD613479,4100,3,15,12300,19,390,2460.0,6348.0,1.0,EEE_Blue_8965,16337630,909021069,RND476152224,'52.5,KZDOO,,75,'4.90,Чехлы,Чехол для смартфона,'0.36,'0.1,10,0,5,0,0,4100.0,11990.0,,0%,4.9,0.36,0.1,0,4100.0,11990.0,True,0.6580483736447039
ORD205325,Доставлен,20862535,FFF_Titanium_4702,5580,1,20,Нет,к. Агинское (Забайк.),Курьер,5580,1116,11,"613,8",282,"3568,2",Склад 2,02.04.2025,2025-04-02,1116.0,613.8,3568.2,FFF_Titanium_4702,20862535,ORD205325,5580,1,20,5580,11,282,3348.0,170.19999999999982,0.03050179211469531,FFF_Titanium_4702,20862535,676149838,"3,40258E+12",'70,KZDOO,,0,'5.00,Чехлы,Чехол для смартфона,'0.36,'0.1,20,0,10,0,0,5580.0,11990.0,,0%,5.0,0.36,0.1,0,5580.0,11990.0,True,0.5346121768140116
ORD890544,Отменен,30512809,BBB_Blue_2694,2690,1,15,Черная пятница,к. Камышин,Постамат,2690,"403,5",13,"349,7",318,"1618,8",Склад 2,05.08.2025,2025-08-05,403.5,349.7,1618.8,BBB_Blue_2694,30512809,ORD890544,2690,1,15,2690,13,318,1614.0,-45.200000000000045,-0.016802973977695184,BBB_Blue_2694,30512809,689258670,RND237271876,'45,KEEPHONE,,0,'0.00,Чехлы,Чехол для смартфона,'0.28,'0.1,0,0,0,0,0,2690.0,4750.0,,0%,0.0,0.28,0.1,0,2690.0,4750.0,True,0.4336842105263158
ORD791478,В пути,51023847,FFF_Green_1065,4990,4,0,Новогодняя распродажа,ст. Нарьян-Мар,Курьер,19960,0,12,"2395,2",317,"17247,8",Склад 3,29.08.2025,2025-08-29,0.0,2395.2,17247.8,FFF_Green_1065,51023847,ORD791478,4990,4,0,19960,12,317,2994.0,14053.8,1.0,FFF_Green_1065,51023847,607514632,RND779392626,'37.5,KZDOO,,0,'0.00,Чехлы,Чехол для смартфона,'0.36,'0.1,0,0,10,0,0,4990.0,4990.0,,0%,0.0,0.36,0.1,0,4990.0,4990.0,False,0.0
ORD809692,Доставлен,14809114,FFF_Clear_3563,2980,2,20,Нет,к. Аршан (Бурят.),Курьер,5960,596,18,"1072,8",490,"3801,2",Склад 3,04.06.2025,2025-06-04,596.0,1072.8,3801.2,FFF_Clear_3563,14809114,ORD809692,2980,2,20,5960,18,490,1788.0,1913.1999999999998,0.6420134228187919,FFF_Clear_3563,14809114,277305383,"9,00168E+12",'80,KZDOO,,117,'4.80,Чехлы,Чехол для смартфона,'0.36,'0.1,34,0,19,0,0,2980.0,11990.0,,0%,4.8,0.36,0.1,0,2980.0,11990.0,True,0.7514595496246872
ORD754062,Отменен,92713858,AAA_Green_1858,2180,1,15,Новогодняя распродажа,д. Серов,Постамат,2180,327,13,"283,4",246,"1323,6",Склад 2,11.04.2025,2025-04-11,327.0,283.4,1323.6,AAA_Green_1858,92713858,ORD754062,2180,1,15,2180,13,246,1308.0,-34.40000000000009,-0.01577981651376151,AAA_Green_1858,92713858,492317119,"7,98932E+12",'45,KZDOO,,18,'4.90,Чехлы,Чехол для смартфона,'0.36,'0.1,4,0,10,0,0,2180.0,7900.0,,0%,4.9,0.36,0.1,0,2180.0,7900.0,True,0.7240506329113924
ORD984157,Доставлен,88421485,DDD_Clear_8430,4200,1,15,Новогодняя распродажа,п. Снежногорск (Мурм.),ПВЗ,4200,630,19,798,183,2589,Склад 3,12.04.2025,2025-04-12,630.0,798.0,2589.0,DDD_Clear_8430,88421485,ORD984157,4200,1,15,4200,19,183,2520.0,19.0,0.004523809523809524,DDD_Clear_8430,88421485,588054186,"3,71717E+12",'62.5,Robiton,,57,'4.90,Батарейки и аккумуляторы,Аккумуляторная батарейка,'0.02,'0.1,48,0,100,0,0,4200.0,11990.0,,0%,4.9,0.02,0.1,0,4200.0,11990.0,True,0.6497080900750626
ORD259239,Доставлен,28227796,EEE_Blue_6964,5200,1,20,Новогодняя распродажа,клх Верещагино (Перм.),Курьер,5200,1040,10,520,464,3176,Склад 3,09.06.2025,2025-06-09,1040.0,520.0,3176.0,EEE_Blue_6964,28227796,ORD259239,5200,1,20,5200,10,464,3120.0,6.0,0.001153846153846154,EEE_Blue_6964,28227796,345464344,RND294777277,'70,KEEPHONE,,4,'4.90,Чехлы,Чехол для смартфона,'0.28,'0.1,4,0,0,0,0,5200.0,11990.0,,0%,4.9,0.28,0.1,0,5200.0,11990.0,True,0.5663052543786489
ORD626056,Доставлен,12133233,FFF_Titanium_8960,4100,4,0,Новогодняя распродажа,с. Якша,Курьер,16400,0,11,1804,169,14427,Склад 2,07.07.2025,2025-07-07,0.0,1804.0,14427.0,FFF_Titanium_8960,12133233,ORD626056,4100,4,0,16400,11,169,2460.0,11767.0,1.0,FFF_Titanium_8960,12133233,592011493,RND759368479,'70,KZDOO,,31,'4.90,Чехлы,Чехол для смартфона,'0.36,'0.1,11,0,0,0,0,4100.0,11990.0,,0%,4.9,0.36,0.1,0,4100.0,11990.0,True,0.6580483736447039
ORD241681,Отменен,83675423,BBB_White_7079,4990,3,15,Нет,с. Неплюевка,Постамат,14970,"748,5",12,"1796,4",433,"11992,1",Склад 3,29.08.2025,2025-08-29,748.5,1796.4,11992.1,BBB_White_7079,83675423,ORD241681,4990,3,15,14970,12,433,2994.0,8848.1,1.0,BBB_White_7079,83675423,409415537,RND119386801,'37.5,KZDOO,,0,'0.00,Чехлы,Чехол для смартфона,'0.36,'0.1,0,0,10,0,0,4990.0,4990.0,,0%,0.0,0.36,0.1,0,4990.0,4990.0,False,0.0
ORD120076,Отменен,95592350,DDD_Green_6347,11100,4,10,Черная пятница,г. Игнашино,ПВЗ,44400,1110,18,7992,160,35138,Склад 3,22.03.2025,2025-03-22,1110.0,7992.0,35138.0,DDD_Green_6347,95592350,ORD120076,11100,4,10,44400,18,160,6660.0,28278.0,1.0,DDD_Green_6347,95592350,687134139,RND993245821,'45,KZDOO,,0,'5.00,Чехлы,Чехол для смартфона,'0.36,'0.1,8,0,0,0,0,11100.0,11990.0,,0%,5.0,0.36,0.1,0,11100.0,11990.0,True,0.07422852376980818
ORD253893,Доставлен,89459784,FFF_Purple_8560,6580,2,20,Новогодняя распродажа,ст. Невьянск,ПВЗ,13160,1316,18,"2368,8",363,"9112,2",Склад 1,26.03.2025,2025-03-26,1316.0,2368.8,9112.2,FFF_Purple_8560,89459784,ORD253893,6580,2,20,13160,18,363,3948.0,5064.200000000001,0.7696352583586628,FFF_Purple_8560,89459784,961532740,"7,54476E+12",'82.5,KZDOO,,4,'4.70,Чехлы,Чехол для смартфона,'0.36,'0.1,3,0,10,0,0,6580.0,11990.0,,0%,4.7,0.36,0.1,0,6580.0,11990.0,True,0.451209341117598
ORD586236,В пути,93873429,CCC_Green_3835,6000,2,5,Нет,к. Выборг,Постамат,12000,300,10,1200,160,10340,Склад 3,19.05.2025,2025-05-19,300.0,1200.0,10340.0,CCC_Green_3835,93873429,ORD586236,6000,2,5,12000,10,160,3600.0,6640.0,1.0,CCC_Green_3835,93873429,633637481,RND820320521,'45,KZDOO,,0,'0.00,Чехлы,Чехол для смартфона,'0.36,'0.1,0,0,10,0,0,6000.0,11000.0,,0%,0.0,0.36,0.1,0,6000.0,11000.0,True,0.45454545454545453
ORD848199,В пути,12157882,CCC_Blue_4419,1600,2,5,Новогодняя распродажа,г. Яшалта,ПВЗ,3200,80,10,320,469,2331,Склад 1,29.06.2025,2025-06-29,80.0,320.0,2331.0,CCC_Blue_4419,12157882,ORD848199,1600,2,5,3200,10,469,960.0,1271.0,0.794375,CCC_Blue_4419,12157882,261713391,RND510831292,'100,K-DOO,,285,'4.90,Чехлы,Чехол для смартфона,'0.40,'0.1,1,0,8,0,2,1600.0,7900.0,,0%,4.9,0.4,0.1,0,1600.0,7900.0,True,0.7974683544303798
ORD838198,Отменен,10145273,DDD_Red_7490,3490,2,0,Черная пятница,с. Усинск,Постамат,6980,0,17,"1186,6",326,"5467,4",Склад 2,28.06.2025,2025-06-28,0.0,1186.6,5467.4,DDD_Red_7490,10145273,ORD838198,3490,2,0,6980,17,326,2094.0,3273.3999999999996,0.9379369627507163,DDD_Red_7490,10145273,158254639,"7,45117E+12",'70,KEEPHONE,,0,'0.00,Чехлы,Чехол для смартфона,'0.28,'0.1,0,0,0,0,0,3490.0,5990.0,,0%,0.0,0.28,0.1,0,3490.0,5990.0,True,0.41736227045075125
ORD464692,Отменен,73450118,BBB_White_3695,4980,1,10,Нет,с. Чебаркуль,Постамат,4980,498,11,"547,8",231,"3703,2",Склад 1,01.05.2025,2025-05-01,498.0,547.8,3703.2,BBB_White_3695,73450118,ORD464692,4980,1,10,4980,11,231,2988.0,665.1999999999998,0.133574297188755,BBB_White_3695,73450118,623625306,"3,8925E+12",'52.5,KZDOO,,7,'4.20,Чехлы,Чехол для смартфона,'0.36,'0.1,70,0,0,0,0,4980.0,11990.0,,0%,4.2,0.36,0.1,0,4980.0,11990.0,True,0.5846538782318599
ORD917615,Отменен,55418733,EEE_Purple_9330,11100,1,15,Нет,с. Верхнее Пенжино,Постамат,11100,1665,11,1221,156,8058,Склад 2,03.02.2025,2025-02-03,1665.0,1221.0,8058.0,EEE_Purple_9330,55418733,ORD917615,11100,1,15,11100,11,156,6660.0,1348.0,0.12144144144144144,EEE_Purple_9330,55418733,835381874,"4,67635E+12",'45,KZDOO,,0,'5.00,Чехлы,Чехол для смартфона,'0.36,'0.1,8,0,0,0,0,11100.0,11990.0,,0%,5.0,0.36,0.1,0,11100.0,11990.0,True,0.07422852376980818
ORD574050,Отменен,46140671,BBB_Black_8066,7300,4,5,Черная пятница,ст. Армавир,Курьер,29200,365,10,2920,248,25667,Склад 1,05.09.2025,2025-09-05,365.0,2920.0,25667.0,BBB_Black_8066,46140671,ORD574050,7300,4,5,29200,10,248,4380.0,21087.0,1.0,BBB_Black_8066,46140671,252552603,"9,68007E+12",'77.5,KZDOO,,9,'5.00,Чехлы,Чехол для смартфона,'0.36,'0.1,12,0,10,0,0,7300.0,11990.0,,0%,5.0,0.36,0.1,0,7300.0,11990.0,True,0.39115929941618016
ORD211516,Отменен,98269250,GGG_Blue_2162,5580,3,0,Нет,п. Краснодар,Курьер,16740,0,10,1674,382,14684,Склад 1,14.09.2025,2025-09-14,0.0,1674.0,14684.0,GGG_Blue_2162,98269250,ORD211516,5580,3,0,16740,10,382,3348.0,11186.0,1.0,GGG_Blue_2162,98269250,885685993,RND490052567,'77.5,KZDOO,,22,'4.80,Чехлы,Чехол для смартфона,'0.36,'0.1,7,0,10,0,0,5580.0,11990.0,,0%,4.8,0.36,0.1,0,5580.0,11990.0,True,0.5346121768140116
ORD827568,В пути,96700442,BBB_Red_9074,7380,2,10,Черная пятница,ст. Устюжна,Курьер,14760,738,12,"1771,2",253,"11997,8",Склад 1,15.01.2025,2025-01-15,738.0,1771.2,11997.8,BBB_Red_9074,96700442,ORD827568,7380,2,10,14760,12,253,4428.0,7469.799999999999,1.0,BBB_Red_9074,96700442,742581335,RND556293127,'77.5,KZDOO,,9,'4.90,Чехлы,Чехол для смартфона,'0.36,'0.1,7,0,0,0,0,7380.0,11990.0,,0%,4.9,0.36,0.1,0,7380.0,11990.0,True,0.38448707256046705
ORD550288,Отменен,65489961,HHH_Clear_2252,6420,4,10,Нет,п. Бийск,Постамат,25680,642,10,2568,198,22272,Склад 3,10.02.2025,2025-02-10,642.0,2568.0,22272.0,HHH_Clear_2252,65489961,ORD550288,6420,4,10,25680,10,198,3852.0,18220.0,1.0,HHH_Clear_2252,65489961,213294680,"7,59752E+12",'77.5,KZDOO,,30,'4.70,Чехлы,Чехол для смартфона,'0.36,'0.1,38,0,10,0,0,6420.0,11990.0,,0%,4.7,0.36,0.1,0,6420.0,11990.0,True,0.4645537948290242
ORD480944,Доставлен,37600233,AAA_Green_9915,980,1,0,Нет,клх Орск,Курьер,980,0,13,"127,4",330,"522,6",Склад 3,16.04.2025,2025-04-16,0.0,127.4,522.6,AAA_Green_9915,37600233,ORD480944,980,1,0,980,13,330,588.0,-115.39999999999998,-0.11775510204081631,AAA_Green_9915,37600233,485482847,"6,77182E+12",'70,Robiton,,17,'4.90,Батарейки и аккумуляторы,Батарейка,'0.01,'0.1,1,0,38,0,0,980.0,4900.0,,0%,4.9,0.01,0.1,0,980.0,4900.0,True,0.8
ORD658509,Доставлен,33958975,HHH_Clear_1031,4990,1,0,Черная пятница,клх Бомнак,Курьер,4990,0,18,"898,2",267,"3824,8",Склад 3,18.07.2025,2025-07-18,0.0,898.2,3824.8,HHH_Clear_1031,33958975,ORD658509,4990,1,0,4990,18,267,2994.0,780.8000000000002,0.1564729458917836,HHH_Clear_1031,33958975,534042673,"2,21464E+12",'37.5,KZDOO,,0,'0.00,Чехлы,Чехол для смартфона,'0.36,'0.1,0,0,10,0,0,4990.0,4990.0,,0%,0.0,0.36,0.1,0,4990.0,4990.0,False,0.0
ORD954813,В пути,87709977,GGG_Black_5508,5648,3,15,Черная пятница,с. Россошь,Курьер,16944,"847,2",13,"2202,72",166,"13728,08",Склад 3,30.05.2025,2025-05-30,847.2,2202.72,13728.08,GGG_Black_5508,87709977,ORD954813,5648,3,15,16944,13,166,3388.7999999999997,10189.28,1.0,GGG_Black_5508,87709977,475692601,"6,28892E+12",'70,KZDOO,,2,'5.00,Чехлы,Чехол для смартфона,'0.36,'0.1,2,0,0,0,0,5648.0,11990.0,,0%,5.0,0.36,0.1,0,5648.0,11990.0,True,0.5289407839866556
ORD618197,Доставлен,69371023,AAA_Red_8534,6180,3,0,Нет,г. Абинск,Постамат,18540,0,17,"3151,8",161,"15227,2",Склад 3,06.03.2025,2025-03-06,0.0,3151.8,15227.2,AAA_Red_8534,69371023,ORD618197,6180,3,0,18540,17,161,3708.0,11369.2,1.0,AAA_Red_8534,69371023,209796427,"7,23079E+12",'70,KZDOO,,15,'4.70,Чехлы,Чехол для смартфона,'1.55,'0.3,1,0,9,0,0,6180.0,11990.0,,0%,4.7,1.55,0.3,0,6180.0,11990.0,True,0.4845704753961635
ORD654782,В пути,61524158,FFF_Blue_7386,5100,3,15,Нет,г. Дудинка,Постамат,15300,765,10,1530,382,12623,Склад 1,24.08.2025,2025-08-24,765.0,1530.0,12623.0,FFF_Blue_7386,61524158,ORD654782,5100,3,15,15300,10,382,3060.0,9413.0,1.0,FFF_Blue_7386,61524158,241253269,RND479353388,'45,KZDOO,,0,'1.00,Чехлы,Чехол для смартфона,'0.36,'0.1,1,0,10,0,0,5100.0,11990.0,,0%,1.0,0.36,0.1,0,5100.0,11990.0,True,0.5746455379482902
ORD567097,В пути,55667150,CCC_Green_3664,5580,4,15,Черная пятница,г. Усть-Баргузин,Постамат,22320,837,16,"3571,2",489,"17422,8",Склад 3,25.03.2025,2025-03-25,837.0,3571.2,17422.8,CCC_Green_3664,55667150,ORD567097,5580,4,15,22320,16,489,3348.0,13874.8,1.0,CCC_Green_3664,55667150,731911809,RND795817219,'77.5,KZDOO,,8,'4.80,Чехлы,Чехол для смартфона,'0.36,'0.1,6,0,0,0,0,5580.0,11990.0,,0%,4.8,0.36,0.1,0,5580.0,11990.0,True,0.5346121768140116
