Артикул;Ozon Product ID;SKU;Barcode;Название товара;Контент-рейтинг;Бренд;Статус товара;Метки;Отзывы;Рейтинг;Видимость на Ozon;Причины скрытия;Дата создания;Категория;Тип;Объем товара, л;Объемный вес, кг;Доступно к продаже по схеме FBO, шт.;Зарезервировано, шт;Доступно к продаже по схеме FBS, шт.;Доступно к продаже по схеме realFBS, шт.;Зарезервировано на моих складах, шт;Текущая цена с учетом скидки, ₽;Цена до скидки (перечеркнутая цена), ₽;Цена Premium, ₽;Размер НДС, %
'Air Skin S25 Frosted Clear;1520449757;1959648429;OZN1959648429;Чехол для Samsung Galaxy S25 KZDOO Air Skin с защитой камер, прозрачный супертонкий чехол для Самсунг Галакси S25;'52.5;KZDOO;Готов к продаже;;37;'4.70;Показывается;;21.03.2025 10:44;Чехлы;Чехол для смартфона;'0.36;'0.1;0;0;0;0;0;4980.00;11990.00;;0%
'Air Skin S25 Navy Blue;1520458528;1959655321;OZN1959655321;Чехол для Samsung Galaxy S25 KZDOO Air Skin с защитой камер, синий супертонкий чехол для Самсунг Галакси S25;'45;KZDOO;Продается;;27;'4.70;Показывается;;21.03.2025 10:47;Чехлы;Чехол для смартфона;'0.36;'0.1;1;0;0;0;0;4980.00;11990.00;;0%
'Air Skin S25 Deep Purple;1520466528;1959663059;OZN1959663059;Чехол для Samsung Galaxy S25 KZDOO Air Skin с защитой камер, фиолетовый супертонкий чехол для Самсунг Галакси S25;'45;KZDOO;Продается;;2;'4.70;Показывается;;21.03.2025 10:50;Чехлы;Чехол для смартфона;'0.36;'0.1;4;0;10;0;0;4980.00;11990.00;;0%
'Air Skin S25 Green;1520479872;1959675721;OZN1959675721;Чехол для Samsung Galaxy S25 KZDOO Air Skin с защитой камер, зеленый супертонкий чехол для Самсунг Галакси S25;'45;KZDOO;Готов к продаже;;6;'4.70;Показывается;;21.03.2025 10:53;Чехлы;Чехол для смартфона;'0.36;'0.1;0;0;0;0;0;3600.00;11990.00;;0%
'Air Skin S25 Desert Titanium;1520499465;1959690722;OZN1959690722;Чехол для Samsung Galaxy S25 KZDOO Air Skin с защитой камер, Desert Titanium супертонкий чехол для Самсунг Галакси S25;'65;KZDOO;Продается;;0;'4.70;Показывается;;21.03.2025 11:00;Чехлы;Чехол для смартфона;'0.36;'0.1;10;0;0;0;0;4980.00;11990.00;;0%
'Air Skin S25 Titanium Grey;1520514489;1959699378;OZN1959699378;Чехол для Samsung Galaxy S25 KZDOO Air Skin с защитой камер, титанового цвета супертонкий чехол для Самсунг Галакси S25;'70;KZDOO;Продается;;8;'4.70;Показывается;;21.03.2025 11:04;Чехлы;Чехол для смартфона;'0.36;'0.1;1;0;0;0;0;4980.00;11990.00;;0%
'Air Skin S25+ Black;1520524554;1959705202;OZN1959705202;Чехол для Samsung Galaxy S25+ KZDOO Air Skin с защитой камер, черный супертонкий чехол для Самсунг Галакси S25 Плюс;'45;KZDOO;Продается;;4;'4.20;Показывается;;21.03.2025 11:07;Чехлы;Чехол для смартфона;'0.36;'0.1;29;0;0;0;0;4980.00;11990.00;;0%
'Air Skin S25+ Frosted Clear;1520743253;1959860613;OZN1959860613;Чехол для Samsung Galaxy S25+ KZDOO Air Skin с защитой камер, прозрачный супертонкий чехол для Самсунг Галакси S25 Плюс;'52.5;KZDOO;Продается;;7;'4.20;Показывается;;21.03.2025 12:28;Чехлы;Чехол для смартфона;'0.36;'0.1;70;0;0;0;0;4980.00;11990.00;;0%
'Air Skin S25+ Navy Blue;1520815931;1959924086;OZN1959924086;Чехол для Samsung Galaxy S25+ KZDOO Air Skin с защитой камер, синий супертонкий чехол для Самсунг Галакси S25 Плюс;'45;KZDOO;Продается;;6;'4.20;Показывается;;21.03.2025 12:58;Чехлы;Чехол для смартфона;'0.36;'0.1;8;0;10;0;0;4980.00;11990.00;;0%
'Air Skin S25+ Deep Purple;1520821464;1959927141;OZN1959927141;Чехол для Samsung Galaxy S25+ KZDOO Air Skin с защитой камер, фиолетовый супертонкий чехол для Самсунг Галакси S25 Плюс;'70;KZDOO;Продается;;2;'4.20;Показывается;;21.03.2025 13:00;Чехлы;Чехол для смартфона;'0.36;'0.1;14;0;0;0;0;4980.00;11990.00;;0%
'Air Skin S25+ Green;1520841314;1959941419;OZN1959941419;Чехол для Samsung Galaxy S25+ KZDOO Air Skin с защитой камер, зеленый супертонкий чехол для Самсунг Галакси S25 Плюс;'70;KZDOO;Продается;;1;'4.20;Показывается;;21.03.2025 13:08;Чехлы;Чехол для смартфона;'0.36;'0.1;3;0;0;0;0;4980.00;11990.00;;0%
'Air Skin S25+ Desert Titanium;1520847919;1959947053;OZN1959947053;Чехол для Samsung Galaxy S25+ KZDOO Air Skin с защитой камер, Desert Titanium супертонкий чехол для Самсунг Галакси S25 Плюс;'65;KZDOO;Продается;;1;'4.20;Показывается;;21.03.2025 13:11;Чехлы;Чехол для смартфона;'0.36;'0.1;23;0;10;0;0;4980.00;11990.00;;0%
'Air Skin S25+ Titanium Grey;1520850685;1959948295;OZN1959948295;Чехол для Samsung Galaxy S25+ KZDOO Air Skin с защитой камер, титанового цвета супертонкий чехол для Самсунг Галакси S25 Плюс;'45;KZDOO;Продается;;2;'4.20;Показывается;;21.03.2025 13:13;Чехлы;Чехол для смартфона;'0.36;'0.1;6;0;11;0;0;4980.00;11990.00;;0%
'Air Skin S25 Ultra Black;1520860727;1959955726;OZN1959955726;Чехол для Samsung Galaxy S25 Ultra KZDOO Air Skin с защитой камер, черный супертонкий чехол для Самсунг Галакси S25 Ультра;'52.5;KZDOO;Продается;;15;'4.40;Показывается;;21.03.2025 13:20;Чехлы;Чехол для смартфона;'0.36;'0.1;6;0;0;0;0;4980.00;11990.00;;0%
'Air Skin S25 Ultra Frosted Clear;1520974258;1960046893;OZN1960046893;Чехол для Samsung Galaxy S25 Ultra KZDOO Air Skin с защитой камер, прозрачный супертонкий чехол для Самсунг Галакси S25 Ультра;'45;KZDOO;Продается;;10;'4.40;Показывается;;21.03.2025 14:18;Чехлы;Чехол для смартфона;'0.36;'0.1;23;0;0;0;0;4980.00;11990.00;;0%
'Air Skin S25 Ultra Navy Blue;1520979480;1960051370;OZN1960051370;Чехол для Samsung Galaxy S25 Ultra KZDOO Air Skin с защитой камер, синий супертонкий чехол для Самсунг Галакси S25 Ультра;'70;KZDOO;Продается;;4;'4.40;Показывается;;21.03.2025 14:21;Чехлы;Чехол для смартфона;'0.36;'0.1;35;0;0;0;0;4980.00;11990.00;;0%
'Air Skin S25 Ultra Deep Purple;1520985336;1960057015;OZN1960057015;Чехол для Samsung Galaxy S25 Ultra KZDOO Air Skin с защитой камер, фиолетовый супертонкий чехол для Самсунг Галакси S25 Ультра;'70;KZDOO;Продается;;1;'4.40;Показывается;;21.03.2025 14:24;Чехлы;Чехол для смартфона;'0.36;'0.1;1;0;10;0;0;4980.00;11990.00;;0%
'Air Skin S25 Ultra Green;1521004751;1960073722;OZN1960073722;Чехол для Samsung Galaxy S25 Ultra KZDOO Air Skin с защитой камер, зеленый супертонкий чехол для Самсунг Галакси S25 Ультра;'70;KZDOO;Продается;;2;'4.40;Показывается;;21.03.2025 14:36;Чехлы;Чехол для смартфона;'0.36;'0.1;3;0;10;0;0;4980.00;11990.00;;0%
'Air Skin S25 Ultra Desert Titanium;1521007936;1960077506;OZN1960077506;Чехол для Samsung Galaxy S25 Ultra KZDOO Air Skin с защитой камер, Desert Titanium супертонкий чехол для Самсунг Галакси S25 Ультра;'65;KZDOO;Продается;;3;'4.40;Показывается;;21.03.2025 14:39;Чехлы;Чехол для смартфона;'0.36;'0.1;11;0;10;0;0;4980.00;11990.00;;0%
'Air Skin S25 Ultra Titanium Gray;1521016105;1960084150;OZN1960084150;Чехол для Samsung Galaxy S25 Ultra KZDOO Air Skin с защитой камер, Titanium Gray супертонкий чехол для Самсунг Галакси S25 Ультра;'70;KZDOO;Продается;;1;'4.40;Показывается;;21.03.2025 14:45;Чехлы;Чехол для смартфона;'0.36;'0.1;5;0;10;0;0;4980.00;11990.00;;0%
'Air Carbon S25 Black;1524370904;1962573647;OZN1962573647;Чехол для Samsung Galaxy S25 ультратонкий KZDOO Air Carbon с защитой камер, черный супертонкий чехол для Самсунг Галакси S25;'70;KZDOO;Продается;;4;'4.70;Показывается;;22.03.2025 13:11;Чехлы;Чехол для смартфона;'0.36;'0.1;2;0;10;0;1;3380.00;11990.00;;0%
'Air Carbon S25 Green;1524386327;1962583416;OZN1962583416;Чехол для Samsung Galaxy S25 ультратонкий KZDOO Air Carbon с защитой камер, зеленый супертонкий чехол для Самсунг Галакси S25;'70;KZDOO;Продается;;0;'4.70;Показывается;;22.03.2025 13:16;Чехлы;Чехол для смартфона;'0.36;'0.1;3;0;0;0;0;3380.00;11990.00;;0%
'Air Carbon S25 Deep Purple;1526498239;1964134660;OZN1964134660;Чехол для Samsung Galaxy S25 ультратонкий KZDOO Air Carbon с защитой камер, фиолетовый супертонкий чехол для Самсунг Галакси S25;'70;KZDOO;Продается;;0;'4.70;Показывается;;23.03.2025 10:34;Чехлы;Чехол для смартфона;'0.36;'0.1;3;0;0;0;0;3380.00;11990.00;;0%
'Air Carbon S25 Blue;1526507315;1964142262;OZN1964142262;Чехол для Samsung Galaxy S25 ультратонкий KZDOO Air Carbon с защитой камер, синий супертонкий чехол для Самсунг Галакси S25;'70;KZDOO;Продается;;2;'4.70;Показывается;;23.03.2025 10:37;Чехлы;Чехол для смартфона;'0.36;'0.1;3;0;10;0;0;3380.00;11990.00;;0%
'Air Carbon S25 Desert Titanium;1526519943;1964151376;OZN1964151376;Чехол для Samsung Galaxy S25 ультратонкий KZDOO Air Carbon с защитой камер, Desert Titanium супертонкий чехол для Самсунг Галакси S25;'65;KZDOO;Продается;;0;'4.70;Показывается;;23.03.2025 10:44;Чехлы;Чехол для смартфона;'0.36;'0.1;5;0;10;0;0;3380.00;11990.00;;0%
'Air Carbon S25 Titanium Grey;1526525424;1964154465;OZN1964154465;Чехол для Samsung Galaxy S25 ультратонкий KZDOO Air Carbon с защитой камер, титанового цвета супертонкий чехол для Самсунг Галакси S25;'70;KZDOO;Продается;;1;'4.70;Показывается;;23.03.2025 10:46;Чехлы;Чехол для смартфона;'0.36;'0.1;10;0;20;0;0;3380.00;11990.00;;0%
'Air Carbon S25+ Black;1526535216;1964160580;OZN1964160580;Чехол для Samsung Galaxy S25+ ультратонкий KZDOO Air Carbon с защитой камер, черный супертонкий чехол для Самсунг Галакси S25 Плюс (S25 Plus);'70;KZDOO;Продается;;2;'5.00;Показывается;;23.03.2025 10:52;Чехлы;Чехол для смартфона;'0.54;'0.1;5;0;9;0;0;3380.00;11990.00;;0%
'Air Carbon S25+ Green;1526540966;1964164622;OZN1964164622;Чехол для Samsung Galaxy S25+ ультратонкий KZDOO Air Carbon с защитой камер, зеленый супертонкий чехол для Самсунг Галакси S25 Плюс (S25 Plus);'70;KZDOO;Продается;;0;'5.00;Показывается;;23.03.2025 10:54;Чехлы;Чехол для смартфона;'0.36;'0.1;2;0;0;0;0;3380.00;11990.00;;0%
'Air Carbon S25+ Deep Purple;1526546966;1964168990;OZN1964168990;Чехол для Samsung Galaxy S25+ ультратонкий KZDOO Air Carbon с защитой камер, фиолетовый супертонкий чехол для Самсунг Галакси S25 Плюс (S25 Plus);'70;KZDOO;Продается;;0;'5.00;Показывается;;23.03.2025 10:57;Чехлы;Чехол для смартфона;'0.36;'0.1;3;0;0;0;0;3380.00;11990.00;;0%
'Air Carbon S25+ Blue;1526550293;1964171003;OZN1964171003;Чехол для Samsung Galaxy S25+ ультратонкий KZDOO Air Carbon с защитой камер, синий супертонкий чехол для Самсунг Галакси S25 Плюс (S25 Plus);'70;KZDOO;Готов к продаже;;1;'5.00;Показывается;;23.03.2025 10:59;Чехлы;Чехол для смартфона;'0.36;'0.1;0;0;0;0;0;1690.00;2990.00;;0%
'Air Carbon S25+ Desert Titanium;1526562757;1964178836;OZN1964178836;Чехол для Samsung Galaxy S25+ ультратонкий KZDOO Air Carbon с защитой камер, Desert Titanium супертонкий чехол для Самсунг Галакси S25 Плюс (S25 Plus);'40;KZDOO;Продается;;0;'5.00;Показывается;;23.03.2025 11:05;Чехлы;Чехол для смартфона;'0.36;'0.1;8;0;0;0;0;3380.00;11990.00;;0%
'Air Carbon S25+ Titanium Grey;1526571450;1964184176;OZN1964184176;Чехол для Samsung Galaxy S25+ ультратонкий KZDOO Air Carbon с защитой камер, титанового цвета супертонкий чехол для Самсунг Галакси S25 Плюс (S25 Plus);'70;KZDOO;Продается;;0;'5.00;Показывается;;23.03.2025 11:09;Чехлы;Чехол для смартфона;'0.40;'0.1;13;0;0;0;0;3380.00;11990.00;;0%
'Air Carbon S25 Ultra Black;1526578957;1964188660;OZN1964188660;Чехол для Samsung Galaxy S25 Ultra ультратонкий KZDOO Air Carbon с защитой камер, черный супертонкий чехол для Самсунг Галакси S25 Ультра;'70;KZDOO;Готов к продаже;;12;'4.10;Показывается;;23.03.2025 11:14;Чехлы;Чехол для смартфона;'0.36;'0.1;0;0;0;0;0;3380.00;11990.00;;0%
'Air Carbon S25 Ultra Green;1526590872;1964196775;OZN1964196775;Чехол для Samsung Galaxy S25 Ultra ультратонкий KZDOO Air Carbon с защитой камер, зеленый супертонкий чехол для Самсунг Галакси S25 Ультра;'70;KZDOO;Продается;;0;'4.10;Показывается;;23.03.2025 11:19;Чехлы;Чехол для смартфона;'0.36;'0.1;4;0;10;0;0;3380.00;11990.00;;0%
'Air Carbon S25 Ultra Deep Purple;1526599163;1964201159;OZN1964201159;Чехол для Samsung Galaxy S25 Ultra ультратонкий KZDOO Air Carbon с защитой камер, фиолетовый супертонкий чехол для Самсунг Галакси S25 Ультра;'70;KZDOO;Продается;;1;'4.10;Показывается;;23.03.2025 11:22;Чехлы;Чехол для смартфона;'0.36;'0.1;3;0;10;0;0;3380.00;11990.00;;0%
'Air Carbon S25 Ultra Blue;1526724124;1964274137;OZN1964274137;Чехол для Samsung Galaxy S25 Ultra ультратонкий KZDOO Air Carbon с защитой камер, синий супертонкий чехол для Самсунг Галакси S25 Ультра;'70;KZDOO;Продается;;0;'4.10;Показывается;;23.03.2025 11:59;Чехлы;Чехол для смартфона;'0.36;'0.1;6;0;10;0;0;3380.00;11990.00;;0%
'Air Carbon S25 Ultra Desert Titanium;1526768709;1964300982;OZN1964300982;Чехол для Samsung Galaxy S25 Ultra ультратонкий KZDOO Air Carbon с защитой камер, Desert Titanium супертонкий чехол для Самсунг Галакси S25 Ультра;'65;KZDOO;Продается;;0;'4.10;Показывается;;23.03.2025 12:12;Чехлы;Чехол для смартфона;'0.36;'0.1;5;0;0;0;0;3380.00;11990.00;;0%
