Номер отправления;Статус отправления;Ozon ID;Артикул товара;Итоговая стоимость;Количество товаров в отправлении;Скидка %;Акции;Регион доставки;Способ доставки;Сумма отправления;Скидка, руб.;Вознаграждение %;Вознаграждение, руб.;Стоимость доставки;К выплате;Склад отгрузки;Дата логистической операции
ORD867045;Доставлен;67734976;CCC_Green_5247;4980;3;5;Новогодняя распродажа;к. Вуктыл;Курьер;14940;249;10;1494;112;13085;Склад 3;19.06.2025
ORD960088;Отменен;22270955;CCC_Purple_4954;2980;4;5;Новогодняя распродажа;к. Кинешма;Курьер;11920;149;12;1430,4;458;9882,6;Склад 3;22.05.2025
ORD545372;Доставлен;63341383;FFF_Clear_7965;690;2;10;Черная пятница;клх Шаховская;ПВЗ;1380;69;18;248,4;360;702,6;Склад 3;22.08.2025
ORD992872;В пути;70591490;GGG_Red_8906;3500;2;0;Черная пятница;д. Анапа;Курьер;7000;0;13;910;395;5695;Склад 2;03.01.2025
ORD128083;Доставлен;77148972;DDD_Blue_4861;7380;4;10;Нет;к. Ардон;Курьер;29520;738;14;4132,8;101;24548,2;Склад 1;08.01.2025
ORD109419;В пути;28732161;DDD_Blue_4543;490;1;0;Новогодняя распродажа;ст. Верхний Баскунчак;Постамат;490;0;18;88,2;351;50,8;Склад 2;26.02.2025
ORD535321;В пути;54290924;DDD_Green_9078;7180;1;20;Черная пятница;д. Астрахань;Курьер;7180;1436;15;1077;335;4332;Склад 1;23.07.2025
ORD526359;В пути;96447831;DDD_Clear_8095;6954;2;20;Нет;д. Снежинск;Постамат;13908;1390,8;11;1529,88;314;10673,32;Склад 2;25.06.2025
ORD107012;В пути;32484702;HHH_Clear_2518;7300;2;10;Нет;п. Горно-Алтайск;Постамат;14600;730;18;2628;414;10828;Склад 3;29.04.2025
ORD442904;Доставлен;93626225;FFF_Clear_4303;9990;1;20;Нет;к. Новая Игирма;Постамат;9990;1998;10;999;322;6671;Склад 3;02.02.2025
ORD129890;Отменен;94113201;AAA_Purple_5605;6180;3;15;Нет;с. Усолье Сибирское;ПВЗ;18540;927;18;3337,2;442;13833,8;Склад 1;24.09.2025
ORD276472;В пути;62425327;DDD_Titanium_2708;7180;4;5;Нет;к. Череповец;ПВЗ;28720;359;10;2872;193;25296;Склад 1;31.08.2025
ORD206913;Доставлен;24644733;FFF_Black_3652;3477;4;5;Новогодняя распродажа;клх Аша;Постамат;13908;173,85;16;2225,28;422;11086,87;Склад 2;23.07.2025
ORD737429;В пути;52075157;DDD_Green_8043;7180;3;0;Нет;клх Северодвинск;ПВЗ;21540;0;10;2154;171;19215;Склад 2;16.04.2025
ORD700182;Доставлен;35905708;AAA_Green_8877;5500;3;20;Новогодняя распродажа;с. Ачхой Мартан;Курьер;16500;1100;17;2805;425;12170;Склад 1;04.06.2025
ORD127861;Доставлен;40968458;AAA_Pink_4930;4980;3;0;Черная пятница;ст. Калачинск;ПВЗ;14940;0;10;1494;476;12970;Склад 1;02.02.2025
ORD945492;Доставлен;46518137;EEE_Green_9886;1560;3;5;Нет;ст. Туруханск;Курьер;4680;78;18;842,4;234;3525,6;Склад 2;27.05.2025
ORD655576;Отменен;72208276;AAA_Blue_4139;5580;3;5;Черная пятница;г. Шатки;Курьер;16740;279;14;2343,6;311;13806,4;Склад 1;28.05.2025
ORD123753;Доставлен;12743240;HHH_Titanium_6539;2490;3;20;Новогодняя распродажа;к. Охотск;ПВЗ;7470;498;10;747;363;5862;Склад 1;27.02.2025
ORD715243;Доставлен;59197687;GGG_Blue_7759;9180;4;15;Новогодняя распродажа;с. Урай;ПВЗ;36720;1377;17;6242,4;131;28969,6;Склад 1;11.09.2025
ORD928070;Отменен;35056511;AAA_Clear_9962;1200;3;15;Черная пятница;ст. Токма;Постамат;3600;180;14;504;297;2619;Склад 1;03.04.2025
ORD815981;Отменен;60866651;EEE_Pink_8352;5580;1;20;Нет;п. Елец;ПВЗ;5580;1116;11;613,8;244;3606,2;Склад 3;23.04.2025
ORD947547;Доставлен;26194974;AAA_Black_7725;3380;3;20;Нет;ст. Шатки;ПВЗ;10140;676;10;1014;448;8002;Склад 3;14.09.2025
ORD165810;Отменен;52326977;DDD_Black_1564;1380;3;0;Черная пятница;клх Карабулак;ПВЗ;4140;0;14;579,6;450;3110,4;Склад 1;16.01.2025
ORD846459;В пути;33947909;HHH_Red_7905;6000;4;20;Черная пятница;г. Челябинск;Курьер;24000;1200;10;2400;380;20020;Склад 2;04.03.2025
ORD810265;В пути;93363944;DDD_Blue_6449;580;4;15;Черная пятница;г. Истра;Курьер;2320;87;10;232;362;1639;Склад 3;31.07.2025
ORD813194;Отменен;48742299;CCC_Pink_8383;11100;3;20;Нет;к. Губаха;Курьер;33300;2220;12;3996;393;26691;Склад 2;24.01.2025
ORD997964;Отменен;84114415;CCC_Blue_8287;3100;4;0;Нет;с. Волгодонск;Постамат;12400;0;16;1984;246;10170;Склад 2;01.04.2025
ORD432113;Доставлен;24499014;DDD_White_9097;3180;2;0;Нет;п. Соль-Илецк;Постамат;6360;0;15;954;261;5145;Склад 3;22.09.2025
ORD220258;Отменен;72747359;CCC_Blue_5038;3450;4;0;Черная пятница;клх Чокурдах;Постамат;13800;0;10;1380;321;12099;Склад 2;13.01.2025
ORD989188;Доставлен;43022400;BBB_Red_2345;2980;4;0;Нет;г. Орел;Курьер;11920;0;19;2264,8;475;9180,2;Склад 2;25.09.2025
ORD341606;В пути;59197687;GGG_Blue_7759;9180;4;10;Новогодняя распродажа;г. Анадырь;ПВЗ;36720;918;18;6609,6;389;28803,4;Склад 1;24.05.2025
ORD488459;Отменен;49227251;AAA_Purple_4611;1600;4;20;Черная пятница;д. Меренга;Постамат;6400;320;12;768;320;4992;Склад 1;10.04.2025
ORD423883;Доставлен;84981649;HHH_Blue_6949;2700;1;5;Нет;ст. Нефедова;Постамат;2700;135;11;297;408;1860;Склад 1;20.08.2025
ORD185153;Доставлен;52863920;EEE_Purple_8672;11000;1;20;Черная пятница;к. Майкоп;Курьер;11000;2200;19;2090;248;6462;Склад 3;06.01.2025
ORD686945;В пути;36571012;HHH_Green_9565;1290;1;10;Новогодняя распродажа;ст. Мезень;Постамат;1290;129;14;180,6;392;588,4;Склад 1;03.06.2025
ORD710378;Отменен;32067104;AAA_Red_8661;7300;3;0;Новогодняя распродажа;с. Ростов-на-Дону;ПВЗ;21900;0;13;2847;264;18789;Склад 2;21.04.2025
ORD477883;В пути;20450748;EEE_Black_1662;11100;3;10;Черная пятница;с. Химки;Курьер;33300;1110;14;4662;211;27317;Склад 2;21.09.2025
ORD981075;Доставлен;41865954;GGG_White_9632;5980;2;15;Черная пятница;ст. Коломна;Курьер;11960;897;17;2033,2;343;8686,8;Склад 2;02.01.2025
ORD346072;Доставлен;94015399;HHH_Titanium_5260;4980;1;15;Новогодняя распродажа;д. Североуральск;ПВЗ;4980;747;11;547,8;374;3311,2;Склад 2;16.05.2025
ORD547968;Отменен;29540923;BBB_White_5235;5180;3;20;Черная пятница;с. Черкесск;ПВЗ;15540;1036;17;2641,8;283;11579,2;Склад 2;13.05.2025
ORD741260;Доставлен;31302298;GGG_White_2841;4980;4;20;Новогодняя распродажа;клх Сарапул;ПВЗ;19920;996;17;3386,4;326;15211,6;Склад 3;28.05.2025
ORD299995;Отменен;44146850;CCC_Red_7696;7828;4;5;Новогодняя распродажа;к. Курган;Постамат;31312;391,4;15;4696,8;377;25846,8;Склад 2;05.03.2025
ORD523202;В пути;96985825;HHH_Purple_2504;3200;1;5;Нет;ст. Магадан;ПВЗ;3200;160;18;576;407;2057;Склад 3;01.07.2025
ORD301656;Отменен;52308782;AAA_Clear_6277;3980;2;15;Черная пятница;клх Поярково;Курьер;7960;597;11;875,6;458;6029,4;Склад 2;01.04.2025
ORD252909;Отменен;75673901;CCC_White_7349;8990;2;0;Черная пятница;г. Павловский Посад;ПВЗ;17980;0;15;2697;241;15042;Склад 3;10.07.2025
ORD190479;Доставлен;52297033;EEE_Red_3557;2550;4;10;Нет;к. Глазов;Курьер;10200;255;14;1428;480;8037;Склад 3;21.03.2025
ORD191178;Доставлен;48542574;BBB_Pink_9074;4990;2;5;Новогодняя распродажа;д. Омск;Курьер;9980;249,5;14;1397,2;354;7979,3;Склад 2;29.05.2025
ORD728920;Отменен;85687791;AAA_Black_9253;5980;1;5;Черная пятница;к. Хасан;Постамат;5980;299;12;717,6;415;4548,4;Склад 2;17.05.2025
ORD791688;Доставлен;18893470;AAA_Blue_6809;2780;4;0;Нет;с. Снежногорск (Мурм.);ПВЗ;11120;0;13;1445,6;379;9295,4;Склад 2;09.01.2025
ORD363866;Доставлен;10145273;DDD_Red_7490;3490;3;0;Нет;г. Камень-на-Оби;Постамат;10470;0;11;1151,7;182;9136,3;Склад 2;09.03.2025
ORD857935;Доставлен;60822434;GGG_Pink_4564;9100;3;20;Черная пятница;п. Жиганск;ПВЗ;27300;1820;12;3276;128;22076;Склад 1;10.07.2025
ORD848635;Отменен;36571012;HHH_Green_9565;1290;2;10;Нет;клх Старая Русса;ПВЗ;2580;129;12;309,6;390;1751,4;Склад 1;21.08.2025
ORD269680;Доставлен;85884486;AAA_Red_7992;6580;4;0;Новогодняя распродажа;п. Волгоград;ПВЗ;26320;0;17;4474,4;304;21541,6;Склад 3;13.04.2025
ORD101121;Отменен;18885984;DDD_Purple_4347;6200;4;5;Нет;клх Шелагонцы;ПВЗ;24800;310;10;2480;380;21630;Склад 3;06.07.2025
ORD943176;Доставлен;51675683;DDD_Pink_4683;6000;3;5;Новогодняя распродажа;п. Можга;ПВЗ;18000;300;16;2880;290;14530;Склад 1;10.02.2025
ORD437435;В пути;22878176;DDD_White_3168;6580;4;15;Новогодняя распродажа;с. Невьянск;Курьер;26320;987;12;3158,4;224;21950,6;Склад 3;03.02.2025
ORD685655;Доставлен;82503737;EEE_Green_1464;3380;4;0;Черная пятница;к. Усть-Баргузин;Курьер;13520;0;10;1352;214;11954;Склад 2;23.03.2025
ORD183275;Доставлен;41313579;CCC_Blue_4612;1200;4;20;Нет;с. Краснокамск;ПВЗ;4800;240;13;624;392;3544;Склад 3;21.08.2025
ORD538390;Отменен;52953466;BBB_Pink_4023;2490;2;10;Новогодняя распродажа;п. Александровск;Курьер;4980;249;12;597,6;210;3923,4;Склад 3;26.02.2025
ORD926473;Отменен;74952520;DDD_Green_2949;4980;4;20;Новогодняя распродажа;д. Усинск;Постамат;19920;996;15;2988;385;15551;Склад 3;19.09.2025
ORD768453;Доставлен;94828431;AAA_Black_1577;3180;1;5;Нет;клх Волоколамск;Постамат;3180;159;13;413,4;253;2354,6;Склад 1;27.03.2025
ORD180338;В пути;32897454;AAA_Black_9206;4980;2;20;Новогодняя распродажа;с. Карабудахкент;Постамат;9960;996;19;1892,4;408;6663,6;Склад 1;19.02.2025
ORD575880;Доставлен;87448383;AAA_Green_2528;4300;4;5;Нет;г. Нефедова;ПВЗ;17200;215;19;3268;157;13560;Склад 3;25.03.2025
ORD415089;Доставлен;71333535;CCC_Clear_1274;1460;4;5;Черная пятница;с. Усть-Камчатск;ПВЗ;5840;73;14;817,6;181;4768,4;Склад 2;10.05.2025
ORD872822;В пути;70326795;FFF_Purple_9422;11100;1;5;Новогодняя распродажа;г. Бузулук;Курьер;11100;555;17;1887;374;8284;Склад 3;16.08.2025
ORD916218;Отменен;22270955;CCC_Purple_4954;2980;2;5;Новогодняя распродажа;г. Жуковский;Курьер;5960;149;10;596;324;4891;Склад 1;14.09.2025
ORD952539;Доставлен;82471173;FFF_Pink_7016;3100;3;5;Нет;к. Бузулук;Курьер;9300;155;15;1395;181;7569;Склад 2;02.08.2025
ORD268615;Отменен;83447966;BBB_Blue_8761;5180;3;15;Нет;с. Курск;Постамат;15540;777;17;2641,8;461;11660,2;Склад 3;10.09.2025
ORD966187;Отменен;98575820;EEE_Red_5832;1800;2;20;Нет;п. Слюдянка;Постамат;3600;360;12;432;210;2598;Склад 1;26.08.2025
ORD774093;В пути;46916967;EEE_Blue_2874;2490;4;15;Нет;к. Токма;Постамат;9960;373,5;10;996;268;8322,5;Склад 2;28.09.2025
ORD818818;В пути;22878176;DDD_White_3168;6580;4;15;Новогодняя распродажа;п. Кропоткин (Краснод.);Постамат;26320;987;11;2895,2;180;22257,8;Склад 3;08.02.2025
ORD653819;Отменен;10425403;HHH_White_4628;3500;3;0;Черная пятница;д. Сасово;Курьер;10500;0;14;1470;255;8775;Склад 1;20.02.2025
ORD412349;Доставлен;27995241;GGG_Blue_6871;2490;3;0;Черная пятница;г. Нерчинск;ПВЗ;7470;0;15;1120,5;296;6053,5;Склад 2;27.02.2025
ORD992867;Отменен;50339234;CCC_Black_7296;2933;3;0;Черная пятница;г. Крымск;ПВЗ;8799;0;13;1143,87;218;7437,13;Склад 3;27.01.2025
ORD303954;Доставлен;34751007;EEE_Purple_9678;1980;1;10;Черная пятница;с. Александровск;Постамат;1980;198;14;277,2;407;1097,8;Склад 2;15.03.2025
ORD615805;Доставлен;16502779;HHH_Titanium_2914;3250;3;0;Нет;к. Ногинск (Моск.);ПВЗ;9750;0;14;1365;257;8128;Склад 2;13.04.2025
ORD922889;В пути;35892837;GGG_Clear_7869;11000;1;20;Новогодняя распродажа;п. Сосьва (Хант.);ПВЗ;11000;2200;17;1870;391;6539;Склад 2;21.06.2025
ORD876468;Доставлен;84981649;HHH_Blue_6949;2700;2;15;Новогодняя распродажа;клх Клин;ПВЗ;5400;405;11;594;182;4219;Склад 1;12.04.2025
ORD897367;Доставлен;25688149;DDD_Blue_3042;7300;4;20;Новогодняя распродажа;д. Листвянка (Иркут.);Постамат;29200;1460;17;4964;250;22526;Склад 3;27.03.2025
ORD139873;Отменен;24553956;CCC_White_2543;4780;3;0;Нет;д. Тобольск;Курьер;14340;0;16;2294,4;103;11942,6;Склад 2;13.01.2025
ORD328398;В пути;63341383;FFF_Clear_7965;690;4;10;Новогодняя распродажа;с. Петрозаводск;Курьер;2760;69;17;469,2;403;1818,8;Склад 2;14.08.2025
ORD571742;Доставлен;89677157;DDD_White_8101;7180;4;10;Нет;к. Оха;ПВЗ;28720;718;17;4882,4;350;22769,6;Склад 2;28.02.2025
ORD407838;Доставлен;55570580;BBB_White_3663;11100;3;15;Новогодняя распродажа;с. Подольск;Курьер;33300;1665;14;4662;427;26546;Склад 1;21.01.2025
ORD909570;В пути;26483342;HHH_Clear_4657;4980;3;20;Черная пятница;к. Батайск;Курьер;14940;996;12;1792,8;282;11869,2;Склад 2;05.05.2025
ORD761079;Отменен;16337630;EEE_Blue_8965;4100;2;5;Нет;к. Урай;Постамат;8200;205;15;1230;419;6346;Склад 1;04.06.2025
ORD836631;В пути;28393426;HHH_Blue_7358;2490;1;20;Новогодняя распродажа;клх Тутончаны;Постамат;2490;498;19;473,1;359;1159,9;Склад 1;28.07.2025
ORD361175;В пути;48820146;DDD_Purple_7099;2580;1;0;Черная пятница;г. Курумкан;ПВЗ;2580;0;15;387;101;2092;Склад 2;06.06.2025
ORD619843;Доставлен;68162392;FFF_Red_4784;6980;4;5;Черная пятница;клх Углегорск;ПВЗ;27920;349;10;2792;201;24578;Склад 2;17.09.2025
ORD820671;Доставлен;77137463;GGG_Red_9072;1550;3;10;Черная пятница;клх Тикси;ПВЗ;4650;155;10;465;297;3733;Склад 1;20.08.2025
ORD707368;Отменен;83675423;BBB_White_7079;4990;2;15;Нет;г. Алагир;Постамат;9980;748,5;19;1896,2;347;6988,3;Склад 1;05.09.2025
ORD380216;Доставлен;64493994;EEE_Clear_3126;2980;2;15;Нет;ст. Голицыно;Курьер;5960;447;10;596;126;4791;Склад 2;23.08.2025
ORD944947;Доставлен;79748321;BBB_Green_4107;7180;2;10;Новогодняя распродажа;ст. Ямбург;Постамат;14360;718;10;1436;382;11824;Склад 1;05.03.2025
ORD878624;В пути;21090709;DDD_Green_4790;1540;2;0;Черная пятница;п. Курумкан;Постамат;3080;0;13;400,4;317;2362,6;Склад 1;13.05.2025
ORD890127;Доставлен;81535584;HHH_White_8297;11100;2;10;Новогодняя распродажа;г. Абинск;Курьер;22200;1110;19;4218;310;16562;Склад 2;22.01.2025
ORD861759;Отменен;82500306;FFF_Green_5531;5500;1;0;Новогодняя распродажа;к. Нефтеюганск;Курьер;5500;0;13;715;216;4569;Склад 2;29.06.2025
ORD123513;В пути;91561471;EEE_Red_4134;7000;1;5;Черная пятница;д. Щелково;ПВЗ;7000;350;14;980;337;5333;Склад 3;08.09.2025
ORD739797;Отменен;91756950;HHH_Green_6528;7180;1;10;Новогодняя распродажа;к. Пушкинские Горы;Курьер;7180;718;16;1148,8;110;5203,2;Склад 2;19.03.2025
